temp_avg;temp_max;temp_min;precipitation;humidity;wind;pressure;date
-3,5;-1;-7,5;0,5;95;6;;01.01.2015
-1,7;1;-3;1,2;77;5;;02.01.2015
0,8;2,8;-1;2,5;85;8;;03.01.2015
-0,1;2,8;-1,5;3;91;7;;04.01.2015
-0,8;1;-2,2;0,9;84;8;;05.01.2015
-7,8;-0,6;-11;2;81;6;;06.01.2015
-14,1;-8;-20,6;;85;3;;07.01.2015
-9,9;-6;-15;;64;4;;08.01.2015
-1,4;2,6;-7,8;1,5;92;8;;09.01.2015
2,4;3,5;-0,3;6;86;8;;10.01.2015
3,9;3,5;1,7;1,5;69;12;;11.01.2015
2,8;4;2;0,5;81;13;;12.01.2015
4,4;7;3;;72;9;;13.01.2015
4,2;10;0,8;;59;7;;14.01.2015
2,5;6;0;10,7;95;4;;15.01.2015
1,8;7;-1,9;;91;5;;16.01.2015
3,5;8,5;-1;;72;5;;17.01.2015
4,5;8,5;2;0,6;90;3;;18.01.2015
1,7;6;0,5;6,9;95;5;;19.01.2015
1,4;2;0,2;2,7;96;5;;20.01.2015
1,4;2;1;2,4;96;5;;21.01.2015
1,5;2;0;0,2;96;4;;22.01.2015
1,2;1,5;0,5;0,2;96;5;;23.01.2015
2;3,7;1,2;1,2;98;2;;24.01.2015
1,1;2,7;0,2;1,3;94;3;;25.01.2015
-0,3;1,5;-1;0;96;5;;26.01.2015
0;2;-1,5;;94;4;;27.01.2015
0,6;3;-2;0,2;85;;;28.01.2015
0;2,5;-1,5;0,5;72;8;;29.01.2015
2;4;-0,5;0,5;76;6;;30.01.2015
1,2;4;0;0,8;92;8;;31.01.2015
-1;3,5;-6;;67;3;;01.02.2015
-1,9;4;-6;;76;3;;02.02.2015
-0,3;3;-1,5;1,5;82;5;;03.02.2015
-2,8;0;-6;2;92;5;;04.02.2015
-0,8;2;-3;;90;2;;05.02.2015
-2,3;0;-4;;78;2;;06.02.2015
-3,8;-1,6;-8;0,2;83;5;;07.02.2015
-1,2;0,2;-3,7;1,8;91;9;;08.02.2015
-2,5;0,2;-4,5;1,6;80;8;;09.02.2015
-1,3;1;-3;0,4;86;1;;10.02.2015
0,7;2;1,5;1,2;94;3;;11.02.2015
1,3;4;0;0,2;91;4;;12.02.2015
-1,3;6;-6;;81;2;;13.02.2015
0,7;9;-5,5;;69;3;;14.02.2015
-2,2;7;-3,7;;95;5;;15.02.2015
-1,8;1;-3;;71;8;;16.02.2015
-4,4;1;-9;;35;8;;17.02.2015
-2,6;4,5;-10;;57;5;;18.02.2015
1,9;4,5;1;;67;9;;19.02.2015
4,8;10;1;;51;8;;20.02.2015
2,4;10;-4,3;;64;2;;21.02.2015
5,1;12,4;-1,8;;48;6;;22.02.2015
4;12;0,8;0;86;3;;23.02.2015
7,9;13;4;0,4;82;4;;24.02.2015
6,3;12;4;;90;3;;25.02.2015
4,9;7;3;5,4;95;3;;26.02.2015
5,3;7;3,5;0,6;96;2;;27.02.2015
5,5;7;4,5;0,2;90;2;;28.02.2015
5,6;8;3,3;0,3;93;6;;01.03.2015
6,4;10;4;5,4;71;9;;02.03.2015
2,5;10;-1;0,2;80;10;;03.03.2015
1,7;8;-1;1,6;57;12;;04.03.2015
0,8;6;-5;0,2;76;6;;05.03.2015
1,1;7;-1;0,3;82;5;;06.03.2015
0,3;7;-5;;70;2;;07.03.2015
1,8;11,2;-5,5;;47;3;;08.03.2015
4,6;14;-3,5;;38;5;;09.03.2015
5,1;14;-2;;46;3;;10.03.2015
5;13;-1,5;;49;4;;11.03.2015
5,5;12;4;1;93;11;;12.03.2015
3,6;6;2;3,4;94;9;;13.03.2015
2,2;4,5;0,6;6,5;98;2;;14.03.2015
5,8;10;2,5;;81;6;;15.03.2015
6,3;11;2;;66;9;;16.03.2015
6;11;2;;55;9;;17.03.2015
3,1;11;-2;;48;6;;18.03.2015
2,8;8;-1;;77;5;;19.03.2015
2,5;9;-3;;66;3;;20.03.2015
3,3;12,4;-5,2;;47;6;;21.03.2015
2,3;5;0,4;0;87;8;;22.03.2015
1,6;8;-4,5;;47;8;;23.03.2015
6,4;16;-3,5;;46;5;;24.03.2015
11,3;19;3;;59;6;;25.03.2015
13,1;20;8;;54;6;;26.03.2015
12,2;20;4,5;;53;6;;27.03.2015
6,7;18,1;5,5;10;93;3;;28.03.2015
4,7;7,7;3;2;95;5;;29.03.2015
4,9;12;1,3;5,5;83;10;;30.03.2015
4,8;12;2;3,2;69;10;;31.03.2015
5;7;3;2,8;81;13;;01.04.2015
3,5;7,5;1,2;2,2;66;12;;02.04.2015
1,4;7,5;0;7,2;92;14;;03.04.2015
1,8;6,1;0,4;0,4;72;5;;04.04.2015
1,6;6,3;-2,3;0,2;76;8;;05.04.2015
2,5;7;-2;;83;7;;06.04.2015
4,4;7;1;;72;9;;07.04.2015
5,6;9;2;0,8;90;6;;08.04.2015
8,8;13;3,5;;49;13;;09.04.2015
8,1;18,8;-2;;37;5;;10.04.2015
9,8;20,6;-0,6;;30;3;;11.04.2015
11,4;20,6;3,5;;50;6;;12.04.2015
8,8;19;0,4;1,6;47;12;;13.04.2015
6,9;11;3;;53;10;;14.04.2015
10,6;16;6;1,2;68;12;;15.04.2015
14,4;21;8;0,5;47;10;;16.04.2015
10,3;13;6;;63;2;;17.04.2015
5,3;13;2,8;;55;5;;18.04.2015
4,6;9;1;1;65;8;;19.04.2015
5,6;9;3;0,8;85;10;;20.04.2015
5;9;3;;79;4;;21.04.2015
7,3;13;1;;44;5;;22.04.2015
10,5;19;1;;48;8;;23.04.2015
14,6;21,5;5;;43;4;;24.04.2015
13,8;23;5;;37;4;;25.04.2015
16,1;23;8;;44;4;;26.04.2015
17,5;25;8;;42;7;;27.04.2015
17,3;25;9,5;0,4;37;6;;28.04.2015
9;24,5;2;7,2;93;10;;29.04.2015
8,9;17;6,2;;55;3;;30.04.2015
12,5;18,5;8,8;;42;6;;01.05.2015
9,7;17;8,8;9;92;2;;02.05.2015
8,9;16,1;0,7;;40;1;;03.05.2015
11,2;16,1;4,4;0,2;67;6;;04.05.2015
16;24;7;;67;6;;05.05.2015
19,6;26;15;5,2;64;4;;06.05.2015
14,9;25;12;2,2;83;5;;07.05.2015
13,5;19;8;;68;5;;08.05.2015
15;21;11;;50;6;;09.05.2015
15,3;22,5;11;2;39;6;;10.05.2015
11,8;20,5;8,5;;86;6;;11.05.2015
14,6;22;7;;58;5;;12.05.2015
14,2;20;10;0,2;75;7;;13.05.2015
11,6;18;7;1,5;83;6;;14.05.2015
11,2;16;7;;67;6;;15.05.2015
11,3;18,5;3,4;;51;5;;16.05.2015
12,1;18,5;6,6;0;78;8;;17.05.2015
12,6;19;3;;50;5;;18.05.2015
16,5;27;6;;46;5;;19.05.2015
17,5;26,8;10;;57;3;;20.05.2015
16,6;23;12;3;65;5;;21.05.2015
12;23;10;7,2;95;5;;22.05.2015
11,3;13,8;9,5;0,2;91;2;;23.05.2015
12,6;14;10,5;;92;3;;24.05.2015
15,8;21;12;6;93;13;;25.05.2015
16,3;23;13;67,5;85;19;;26.05.2015
10,5;18;7;9,5;96;7;;27.05.2015
11,6;16;8;;76;7;;28.05.2015
12,2;18,3;6;;62;3;;29.05.2015
14,9;24;5;1;56;7;;30.05.2015
16,3;24;12;;65;3;;31.05.2015
18,4;27;10;;57;6;;01.06.2015
20,1;28;12;;58;4;;02.06.2015
21,5;29;13;;62;4;;03.06.2015
19;29;16;0,8;61;3;;04.06.2015
16,4;23;9;;36;6;;05.06.2015
19;25;13;;41;4;;06.06.2015
22,6;30;16;;58;5;;07.06.2015
20,9;30;15;;70;5;;08.06.2015
20,3;27;13,5;;59;5;;09.06.2015
19,6;26;13;;58;3;;10.06.2015
19,4;26;14;;56;3;;11.06.2015
20;29;10;;49;8;;12.06.2015
23,3;31;16;;53;7;;13.06.2015
23,9;30;16,9;;57;7;;14.06.2015
19,4;27,5;16;14,9;88;16;;15.06.2015
17,6;24;13;30;67;5;;16.06.2015
15,5;21;9;;55;3;;17.06.2015
16,6;22;10;;57;3;;18.06.2015
16;22;11;0,5;69;5;;19.06.2015
12,6;22;11;2,2;89;2;;20.06.2015
14,3;20;8,5;1;63;3;;21.06.2015
15,4;22;8;0,5;60;4;;22.06.2015
15,8;22;11;1;60;4;;23.06.2015
15,3;21;12;0,7;87;3;;24.06.2015
14,9;18;12;1,5;91;2;;25.06.2015
18;22;13,5;;54;3;;26.06.2015
16,4;23,6;8,5;;51;4;;27.06.2015
18,3;22,5;15;;45;2;;28.06.2015
15,4;23;9,5;45;70;12;;29.06.2015
16,5;20;13,5;4;89;5;;30.06.2015
17,3;23;11;3,5;73;3;;01.07.2015
18;25;11;;53;3;;02.07.2015
18,6;25;12;;52;4;;03.07.2015
20,7;28,5;11,1;;44;4;;04.07.2015
22,3;32;12,5;;51;3;;05.07.2015
23,9;34;16;1,6;60;3;;06.07.2015
23,4;32;18;;62;3;;07.07.2015
25;34,5;19;2;64;7;;08.07.2015
19,9;34;17;3,8;68;5;;09.07.2015
14,3;24;12;2;57;10;;10.07.2015
12,9;18,5;7;;57;8;;11.07.2015
15,6;23;7;;62;5;;12.07.2015
15,5;23;13;6,5;92;3;;13.07.2015
17,4;21;13,5;3,2;77;8;;14.07.2015
17,4;22;15;15,7;85;5;;15.07.2015
18,6;25;12;;69;6;;16.07.2015
21,5;28,5;13,5;0,2;62;5;;17.07.2015
23;31,6;14,5;;53;3;;18.07.2015
24,7;33;16;;58;3;;19.07.2015
21,9;33;18;14;83;7;;20.07.2015
19,8;28;12,5;;49;4;;21.07.2015
23,1;31;16;7,5;71;3;;22.07.2015
25,1;33;18;0;62;8;;23.07.2015
22,7;33;20;;83;3;;24.07.2015
24,7;32;18,4;;63;4;;25.07.2015
19,3;32;18;0,2;79;4;;26.07.2015
18;24;12;;61;6;;27.07.2015
18,6;24;14,5;9,2;66;7;;28.07.2015
16,6;24;13;13,3;95;7;;29.07.2015
16,9;22;13;0,2;76;4;;30.07.2015
16,1;22;11;0;55;2;;31.07.2015
15,9;23,9;7,5;;52;2;;01.08.2015
20,7;28;12;;64;5;;02.08.2015
21,8;28,5;15;;59;5;;03.08.2015
23,1;31;16;;45;5;;04.08.2015
23,5;32;17;;56;9;;05.08.2015
24,1;32;18;;67;4;;06.08.2015
25,2;33;17;;52;4;;07.08.2015
26,1;33;19;;40;4;;08.08.2015
24,3;34;15;;56;3;;09.08.2015
23,9;34;16;;48;0;;10.08.2015
23,6;34;15;;53;3;;11.08.2015
23,3;34;15,5;;51;3;;12.08.2015
24,3;33;17;;56;2;;13.08.2015
24;32;19;;63;3;;14.08.2015
24,4;31;18,2;;56;2;;15.08.2015
24,4;31;17;;46;3;;16.08.2015
22,3;31;19;0,2;49;7;;17.08.2015
20,8;28;16;;50;8;;18.08.2015
17,3;24,6;12;;46;7;;19.08.2015
16,6;23;10;;46;5;;20.08.2015
15,9;23;9;;52;3;;21.08.2015
16,7;22;11,2;;50;3;;22.08.2015
16,6;24,7;7,2;;34;2;;23.08.2015
18,9;28,3;9,4;;45;7;;24.08.2015
20,8;30,5;11;;42;3;;25.08.2015
18,1;29;15;3,4;88;4;;26.08.2015
19,4;28;11;;79;3;;27.08.2015
22,9;32;14;;48;4;;28.08.2015
20,7;32;16;2;82;3;;29.08.2015
22,1;31;15;;66;3;;30.08.2015
24,6;36;16;;52;3;;31.08.2015
25;35;17;;44;4;;01.09.2015
23;35;17;;53;5;;02.09.2015
17,3;23;14;0;93;2;;03.09.2015
16,9;25;13;4,4;85;7;;04.09.2015
12,8;18,5;8,7;0,4;75;3;;05.09.2015
13,4;17;11;6,4;89;5;;06.09.2015
13;17;10;0,6;74;8;;07.09.2015
11,5;17;9;0,2;93;5;;08.09.2015
12,1;17;7;;83;3;;09.09.2015
12,9;20;6,8;;69;7;;10.09.2015
13,7;20;10;;70;4;;11.09.2015
13,7;17,5;13;2;86;3;;12.09.2015
14,5;23;11;;85;4;;13.09.2015
16;23;10;;79;7;;14.09.2015
19,1;27;14;;73;9;;15.09.2015
21,1;30;14,6;;67;9;;16.09.2015
23,9;31;17;;55;12;;17.09.2015
22,8;30;15;;60;5;;18.09.2015
18,8;30;15;3,8;61;4;;19.09.2015
15,7;17;14;19,6;96;4;;20.09.2015
13,1;16;10;;77;4;;21.09.2015
12,4;19,5;5;;75;6;;22.09.2015
17,8;25;12,5;;59;4;;23.09.2015
18;26;15;;90;2;;24.09.2015
18,3;26;17;17,7;96;1;;25.09.2015
14,1;21;12;12,2;96;3;;26.09.2015
12,1;15;9;;92;4;;27.09.2015
10,6;15;7;;84;0;;28.09.2015
9,9;14;6;;89;4;;29.09.2015
10,1;13;3;;83;4;;30.09.2015
7,6;14;2;;82;1;;01.10.2015
8,7;18,5;1;;89;3;;02.10.2015
10,8;21;2,5;;58;2;;03.10.2015
14,1;22,5;6;;71;3;;04.10.2015
14,4;22,5;9;;91;3;;05.10.2015
13,1;21;9;;96;2;;06.10.2015
9,8;20;6;;65;6;;07.10.2015
6;12;1;;63;5;;08.10.2015
4,7;11;-1;;50;3;;09.10.2015
4,1;10;-0,5;;44;2;;10.10.2015
3,2;8;0,5;;61;4;;11.10.2015
1,6;6;0,5;15,2;94;5;;12.10.2015
4;5;2;7;93;5;;13.10.2015
5,5;10;3;;91;5;;14.10.2015
7,4;10;4;0;79;7;;15.10.2015
10,1;14;7;0;81;7;;16.10.2015
9,7;14;8,5;4;95;6;;17.10.2015
10,7;14;7,8;;94;3;;18.10.2015
8,4;14;5;3;96;3;;19.10.2015
7,3;13;6;9,7;96;3;;20.10.2015
7,5;8;6;4,6;95;9;;21.10.2015
7,1;8;6;1;95;5;;22.10.2015
7,6;10;6;1,4;92;8;;23.10.2015
8,8;10;8;;86;8;;24.10.2015
6,4;14;-0,5;;93;5;;25.10.2015
8,3;14;8;0,2;75;8;;26.10.2015
3,3;12;-1,5;;96;3;;27.10.2015
4,1;14;-2;;69;4;;28.10.2015
6;11;1;;70;9;;29.10.2015
4,9;12;-0,5;;88;3;;30.10.2015
5,8;12;1,5;;70;2;;31.10.2015
4,3;16;-3;;69;3;;01.11.2015
5,9;13;-2;;46;5;;02.11.2015
5,6;16;-1;;50;4;;03.11.2015
3,5;14;-2,5;;38;6;;04.11.2015
-0,1;5;-3;;95;3;;05.11.2015
1,4;2,5;0;0;95;2;;06.11.2015
3,5;9;-0,4;;83;2;;07.11.2015
11,1;16;7;0,2;87;15;;08.11.2015
8,4;16;6;;84;14;;09.11.2015
10,7;13;8,7;11;95;18;;10.11.2015
13;13;12;4,4;93;12;;11.11.2015
13,1;16;12;;85;10;;12.11.2015
8,9;16;6;;84;8;;13.11.2015
6,3;10;4;3,6;87;8;;14.11.2015
5,5;8;4,5;13,4;71;5;;15.11.2015
5,5;8;4;1;85;11;;16.11.2015
7;11;3;3;93;5;;17.11.2015
9,6;13;6;8,4;87;13;;18.11.2015
8,9;12;6;3;67;13;;19.11.2015
7,3;10;6;15,2;93;11;;20.11.2015
2,5;8;0,2;16,5;98;3;;21.11.2015
2,5;4,5;0,5;10;96;4;;22.11.2015
2,4;4;1;0,2;95;4;;23.11.2015
0,9;3;0,5;;81;3;;24.11.2015
-1,9;2;-4;;90;5;;25.11.2015
0,6;2;-2,5;0,2;88;7;;26.11.2015
0,1;2;-1;;89;4;;27.11.2015
0,3;1,5;-0,5;3,2;94;5;;28.11.2015
1,9;4;0,5;1,8;93;5;;29.11.2015
4,8;8;2;8,8;86;17;;30.11.2015
3,5;8;2;8,8;86;23;;01.12.2015
3,5;5;2;1;88;10;;02.12.2015
5,3;8;2;1,8;96;5;;03.12.2015
3,9;8,5;0;;96;5;;04.12.2015
6,2;11;3,5;;75;10;;05.12.2015
5,7;10;2;;79;8;;06.12.2015
5,4;8;2;0;79;8;;07.12.2015
5,3;8;4;;86;5;;08.12.2015
2,5;8;1;;93;4;;09.12.2015
3,6;5;2;0,6;96;3;;10.12.2015
0,3;6;-3,5;;96;5;;11.12.2015
2,7;4,8;-1;1,4;88;5;;12.12.2015
3,2;7;0,4;4,2;91;17;;13.12.2015
3;7;2;0,4;84;12;;14.12.2015
1;4;-1;0,2;82;5;;15.12.2015
1,1;4;0;0,3;95;3;;16.12.2015
0,9;4;-2;0,4;96;9;;17.12.2015
3,4;5;0;3,6;95;4;;18.12.2015
4,5;7,3;2,7;;99;3;;19.12.2015
3,7;9;-1;;84;4;;20.12.2015
6;11;1;;77;8;;21.12.2015
6,3;11;3;1,4;75;10;;22.12.2015
8,8;13;4;;80;10;;23.12.2015
5,1;13;4;;95;5;;24.12.2015
2,9;9,5;-2,5;;96;4;;25.12.2015
6,2;10,5;2;;72;6;;26.12.2015
8,4;11;5;;75;7;;27.12.2015
6,1;11;3;1,2;95;8;;28.12.2015
-0,8;7;-3;0,5;78;6;;29.12.2015
-5;-1;-7;;72;6;;30.12.2015
-8,2;-4;-12;;93;2;;31.12.2015
-1,1;-1;-2,9;0,2;93;3;;01.01.2016
-0,9;0;-3;;87;3;;02.01.2016
-1,6;1,5;-3,5;;81;4;;03.01.2016
-4,4;-1,5;-6,6;;72;4;;04.01.2016
-4,6;-3;-6,2;;94;3;;05.01.2016
-11,7;-8;-13;;90;2;;06.01.2016
-11;-9,5;-14,5;;78;4;;07.01.2016
-14,3;-10;-16,5;;82;6;;08.01.2016
-13,6;-9;-17,5;;82;6;;09.01.2016
-8,1;-5;-13;1,2;88;3;;10.01.2016
-3,8;-3,5;-7,7;;84;3;;11.01.2016
-4,1;-3;-5,5;2,5;95;5;;12.01.2016
-4,6;-1,5;-9;2,4;91;4;;13.01.2016
-2,8;3;-7;;76;2;;14.01.2016
0,5;2;-7,5;10,4;94;6;;15.01.2016
2,5;5;0;;96;6;;16.01.2016
4,4;6;3;8,5;91;10;;17.01.2016
2,1;6;0;2;95;8;;18.01.2016
-0,4;4;-3;1;87;9;;19.01.2016
-2;-0,8;-7;3,2;93;5;;20.01.2016
-2,2;-1,3;-3;0,8;87;6;;21.01.2016
-10,1;-1,3;-16;;92;3;;22.01.2016
-6;-2;-10;1;89;5;;23.01.2016
-6,1;-3;-7;;81;5;;24.01.2016
-6,8;-3;-12;;76;7;;25.01.2016
-4,5;-3;-7;1,2;84;10;;26.01.2016
-6;-3;-11;0,4;93;5;;27.01.2016
-6;-1;-9,6;;76;3;;28.01.2016
-9,2;-1;-17,5;0,2;83;3;;29.01.2016
-0,5;1;-4;2,4;80;8;;30.01.2016
2;3;-1;0,6;96;6;;31.01.2016
4,3;6;1;1,5;85;6;;01.02.2016
4;9;2;1,4;75;9;;02.02.2016
2,4;9;-1;;87;4;;03.02.2016
3,4;9,5;-1;;72;6;;04.02.2016
4,3;6;2;1,8;89;18;;05.02.2016
2,4;4;0;1,8;94;6;;06.02.2016
7,1;11;2;0,2;79;10;;07.02.2016
7,6;10;6;0,2;72;17;;08.02.2016
2,3;8;0;1;81;10;;09.02.2016
1,1;2;0;0,2;82;8;;10.02.2016
0,3;6;-2,5;;68;3;;11.02.2016
1,4;7;-2,5;;80;8;;12.02.2016
4,5;11;-1;;62;11;;13.02.2016
8,6;12;6,4;0,4;71;13;;14.02.2016
7,6;10;5;0,6;76;9;;15.02.2016
3;7;1;5,9;93;10;;16.02.2016
3,1;7;-1;;71;7;;17.02.2016
2,9;6;0,3;2,5;75;5;;18.02.2016
5,4;10;2,5;;75;8;;19.02.2016
3,1;13;0,5;12,5;76;5;;20.02.2016
5,3;13;5;4,2;94;8;;21.02.2016
3,3;5;1,5;;93;14;;22.02.2016
6,3;7;4;;87;12;;23.02.2016
4,3;7;3;8,2;86;7;;24.02.2016
1,2;5;0,1;;89;4;;25.02.2016
1,9;5;-3;3,5;94;8;;26.02.2016
9,4;15;3;;79;10;;27.02.2016
8,6;13;8;5,5;83;10;;28.02.2016
2,4;7;1;6,2;96;9;;29.02.2016
1;6;-2,5;;80;6;;01.03.2016
0,8;4;-0,4;0,2;88;7;;02.03.2016
-1,9;3,8;-7,4;;73;5;;03.03.2016
5,3;13;-0,1;;71;17;;04.03.2016
4,4;11;2;0,2;96;4;;05.03.2016
6,6;9;4;1,8;96;7;;06.03.2016
1,9;9;-0,4;1,9;91;8;;07.03.2016
1,8;6;-2;;91;5;;08.03.2016
3,9;6;1;;90;5;;09.03.2016
4;9;1,5;;92;4;;10.03.2016
7,1;13,5;1;;60;5;;11.03.2016
7,2;12;5;3,2;88;4;;12.03.2016
6,4;9;4,5;11,5;95;5;;13.03.2016
3,4;8;-1;;96;6;;14.03.2016
7,3;9;3;1,9;96;4;;15.03.2016
6,1;9;4;;90;4;;16.03.2016
4,7;6;3,5;;92;3;;17.03.2016
3,5;6;2;;91;7;;18.03.2016
3,4;8;-2;;65;8;;19.03.2016
2,1;7;0;6,4;94;6;;20.03.2016
2,4;7;-2;;58;5;;21.03.2016
3,8;9;-2;;69;5;;22.03.2016
6,5;11,5;2,5;;57;14;;23.03.2016
1;10;-2;;45;6;;24.03.2016
2,1;6;-1,5;2,5;67;12;;25.03.2016
4;6;3;1,8;89;6;;26.03.2016
4,4;7;2;8,2;90;6;;27.03.2016
3,9;6;2;;83;3;;28.03.2016
0,9;6;-1,5;0;83;6;;29.03.2016
1,7;7;-5;;48;3;;30.03.2016
2,2;7;-2;0,4;39;1;;31.03.2016
5,6;12;0;;47;7;;01.04.2016
5,4;13;-2,5;;56;6;;02.04.2016
5,6;13;-1;2,3;66;6;;03.04.2016
9,1;16;1;1,2;52;7;;04.04.2016
10,4;16;8;2;88;3;;05.04.2016
8,4;15;6;0,2;77;17;;06.04.2016
5;14;-0,2;;89;3;;07.04.2016
8,3;17;-1;;44;9;;08.04.2016
12,5;23;3;;53;6;;09.04.2016
15,1;24;7;;51;6;;10.04.2016
15,9;25;8;;49;8;;11.04.2016
14;24;9;11;77;7;;12.04.2016
15,5;20;12;2,5;83;3;;13.04.2016
15,3;20;12;9,8;85;3;;14.04.2016
11,5;20;10;0,8;94;6;;15.04.2016
10,9;12;9;0,2;94;6;;16.04.2016
10,5;13;8;3;94;3;;17.04.2016
13;17;10;1,2;84;8;;18.04.2016
10,9;18;7;19,5;65;11;;19.04.2016
10,4;14;7;0,2;67;10;;20.04.2016
13,4;20,5;7;;60;3;;21.04.2016
16,5;24;7;;50;15;;22.04.2016
11,9;24;10;12;86;5;;23.04.2016
9,3;13;6;;56;7;;24.04.2016
7,6;13;6;2,4;73;14;;25.04.2016
8,1;13;2;;58;10;;26.04.2016
10,2;16;3;;52;9;;27.04.2016
8,4;16;2;;45;5;;28.04.2016
8,2;14;3,8;2,5;61;4;;29.04.2016
2,6;7,5;1;14,2;97;3;;30.04.2016
4,6;9,7;1,7;;79;2;;01.05.2016
8,3;16;-1,2;;46;5;;02.05.2016
8,9;15,5;3;0;60;6;;03.05.2016
10,2;16;5;2;56;3;;04.05.2016
9,4;16;8;;88;3;;05.05.2016
12,8;19,7;6,8;4,7;72;2;;06.05.2016
14,2;19,7;9;2,2;58;3;;07.05.2016
15,5;20;11;;57;8;;08.05.2016
14,1;21;8;;49;5;;09.05.2016
14,4;21;10;0,2;53;7;;10.05.2016
14,3;20;8;;36;4;;11.05.2016
11,7;20;6,3;;62;4;;12.05.2016
11,2;16,2;8;5,2;74;2;;13.05.2016
13,3;19;8,8;1,8;73;7;;14.05.2016
14,4;22;7;;60;6;;15.05.2016
14,3;21;8;0;64;3;;16.05.2016
15,5;22;8;;57;7;;17.05.2016
14,6;22;12;18;77;10;;18.05.2016
14,1;18,5;10,8;2,5;62;5;;19.05.2016
12,7;18,5;10,3;;79;9;;20.05.2016
10,9;15;6;;57;7;;21.05.2016
9,5;14;5;1,8;50;7;;22.05.2016
7,5;13;5;13,6;83;6;;23.05.2016
10,3;17;3,5;;63;3;;24.05.2016
12,5;19;5,5;;44;4;;25.05.2016
13,5;21,8;5;0,2;56;4;;26.05.2016
16,7;22,5;9;0,2;59;3;;27.05.2016
18,1;25;10;;54;5;;28.05.2016
18,5;25;12;;42;6;;29.05.2016
17;24;13;0;66;4;;30.05.2016
15,8;23;11;6;65;3;;31.05.2016
17,7;24,5;10,5;;62;3;;01.06.2016
19,3;26;10;;55;3;;02.06.2016
20,5;26;13;;55;7;;03.06.2016
19;29;15;16,4;53;5;;04.06.2016
18,3;26;15,5;14,8;93;3;;05.06.2016
20;27;13;;62;4;;06.06.2016
18,1;25;15;0,4;86;7;;07.06.2016
17,5;22;13;;69;8;;08.06.2016
17,2;23,8;8,5;;40;3;;09.06.2016
17,5;24;10,3;4,5;60;3;;10.06.2016
15,1;22;11;;50;3;;11.06.2016
13,1;18;8;;58;3;;12.06.2016
14,5;22;5;;49;6;;13.06.2016
16,1;24;7;0,1;56;4;;14.06.2016
16,8;22;12;0,3;78;3;;15.06.2016
14,7;22;10,7;2,2;60;5;;16.06.2016
13,7;19;7;;74;6;;17.06.2016
15,9;20;8;;58;8;;18.06.2016
14,8;20;12,5;23,2;93;3;;19.06.2016
17,9;25;13;;87;7;;20.06.2016
20,4;26;15;;66;5;;21.06.2016
23,5;32;16;1,8;56;9;;22.06.2016
20;30;14;8,8;56;3;;23.06.2016
21,8;27,1;16,3;2,3;52;4;;24.06.2016
23;27,1;18,5;3,4;67;7;;25.06.2016
19,4;27;18;4,2;94;6;;26.06.2016
22;28;16;;79;4;;27.06.2016
22,9;28;18;14;94;10;;28.06.2016
24,5;32;18;;68;6;;29.06.2016
24,8;30;20;;62;6;;30.06.2016
24,6;32;18,5;1;56;4;;01.07.2016
20,1;29;19,4;;77;3;;02.07.2016
18,5;22;16,4;;81;2;;03.07.2016
20,1;27;12;;56;3;;04.07.2016
20,9;31;13;;54;3;;05.07.2016
22,5;31;16;;63;3;;06.07.2016
24,3;30;18;;51;5;;07.07.2016
19,7;30;17;13,2;74;6;;08.07.2016
18,4;24;13;;53;5;;09.07.2016
17,8;25;11;;54;3;;10.07.2016
19,1;25;14;2,4;62;10;;11.07.2016
15,1;21;12;0;74;12;;12.07.2016
16,8;23,2;9;;57;5;;13.07.2016
15;23,2;12;7,5;85;4;;14.07.2016
17,2;24;11;;77;6;;15.07.2016
20,9;31;11;;55;6;;16.07.2016
24,5;32;16;;59;6;;17.07.2016
23,6;32;16;1;53;7;;18.07.2016
21,6;28;18;6,8;89;6;;19.07.2016
16,2;28;12;;69;7;;20.07.2016
17,3;22,5;13;2;71;6;;21.07.2016
17;22,5;14,6;34;95;5;;22.07.2016
16,4;19;14;17;92;6;;23.07.2016
16,1;19;13;;81;6;;24.07.2016
18,1;23;14;;68;5;;25.07.2016
17,6;24;11;;55;9;;26.07.2016
18,6;25;11;;55;4;;27.07.2016
18;25;11;;67;2;;28.07.2016
20,8;29;12;;65;3;;29.07.2016
22,3;30;15;;68;5;;30.07.2016
23;32;16,5;0,4;58;3;;31.07.2016
23,1;32;17,5;;77;6;;01.08.2016
22,3;30;16;1;64;3;;02.08.2016
21,1;27;16,5;;80;3;;03.08.2016
20,9;28;13,5;;59;3;;04.08.2016
22,6;31;14,5;;67;4;;05.08.2016
21,3;30;18;0,6;71;6;;06.08.2016
20,4;24,5;17;;61;2;;07.08.2016
19,6;28;12;;51;3;;08.08.2016
21,4;30;13;;54;6;;09.08.2016
23,1;31;15,5;;59;5;;10.08.2016
20,1;31;17,4;;85;5;;11.08.2016
19;23,5;15;;60;4;;12.08.2016
18;27;10;;53;3;;13.08.2016
20,5;31;11;;51;3;;14.08.2016
20,5;29;16;;75;3;;15.08.2016
13,9;27;11;13,6;90;4;;16.08.2016
14,6;19;11,5;0,2;70;2;;17.08.2016
14,4;21,5;7;;42;3;;18.08.2016
18,5;26;12,5;6,6;69;5;;19.08.2016
18,3;22;15;;76;4;;20.08.2016
16,1;22;11;;68;4;;21.08.2016
13,6;22;12;9,2;94;2;;22.08.2016
14,4;23;7;;71;4;;23.08.2016
