temp_avg;temp_max;temp_min;precipitation;humidity;wind;pressure;date
5,3;6;3,7;0,2;79;9;739,4;24.11.2020
-1,4;-0,8;-4,2;;96;4;745,3;25.11.2020
1,6;7;-4;;50;9;742,8;26.11.2020
4,3;5,6;3;;70;6;741,1;27.11.2020
5,1;7;3;;76;8;743;28.11.2020
2,7;7;-1;;72;3;741,4;29.11.2020
-0,9;4;-4;;95;3;739,9;30.11.2020
0,1;1,4;-4;0,2;88;3;738,3;01.12.2020
0,3;1,2;-0,1;2,3;96;4;736,9;02.12.2020
-0,8;1;-2,6;4;92;2;736,9;03.12.2020
-1,1;1;-4;;95;1;741,7;04.12.2020
-2,4;-1;-4;;94;2;741,9;05.12.2020
-2,4;-0,8;-6;;94;3;741,3;06.12.2020
-0,5;0;-1,5;;91;10;736,6;07.12.2020
2,2;4,5;0;;92;10;732,5;08.12.2020
6,6;9,7;4,6;;86;7;734,9;09.12.2020
2,4;2;1,1;;93;11;737,9;10.12.2020
-1,1;-1;-1,5;;84;17;736,1;11.12.2020
-2,4;-1;-4;;89;13;736,3;12.12.2020
-2,5;-1,5;-4;2;92;11;736,6;13.12.2020
-0,4;1;-3;3;93;10;732,1;14.12.2020
2,3;4;0;0,5;95;5;730,2;15.12.2020
0,7;2,3;0,3;2;98;5;729,1;16.12.2020
0,6;2;-0,4;0,2;96;3;731,6;17.12.2020
1,5;2;0,2;0,2;94;3;736,8;18.12.2020
1,5;2;1;;95;3;739,4;19.12.2020
1,5;2;0;;94;3;740,2;20.12.2020
1,9;3,5;0,5;;93;3;742,5;21.12.2020
1,8;3,7;0,1;;97;4;743;22.12.2020
1,7;6,9;-0,9;;100;2;743,9;23.12.2020
0,1;2,2;-3,6;;93;6;744,5;24.12.2020
0,6;2,2;-0,5;;89;8;744,5;25.12.2020
1,4;4;-2;5,8;84;7;739,6;26.12.2020
5,1;6;0;3,6;95;7;735,1;27.12.2020
6,4;9,2;3;12,6;93;10;730,1;28.12.2020
3,8;6;2;4;89;5;729,6;29.12.2020
0,4;2;-0,2;0;92;4;736,1;30.12.2020
-0,9;2;-6,1;;74;10;736;31.12.2020
3,5;5;-0,6;;94;10;724,9;01.01.2021
6,6;9,8;5,5;;70;7;720,8;02.01.2021
5,2;8,9;-1,3;;68;4;726,1;03.01.2021
4,1;5,4;3,6;25;95;3;726,8;04.01.2021
0,5;1;0,4;2;96;4;728,1;05.01.2021
0,7;8,7;-3,1;;89;4;734,2;06.01.2021
0,3;3,1;-2,9;;98;4;734,2;07.01.2021
3,4;6,2;-1,2;0,6;99;3;733,2;08.01.2021
3,8;5,5;2,8;18;96;7;728,7;09.01.2021
1,9;4,5;-0,6;;86;3;730,9;10.01.2021
0,6;1,3;-0,2;12;98;5;728,9;11.01.2021
-0,7;1;-2,6;0,2;90;3;731,3;12.01.2021
-0,8;0,8;-2,8;0,4;87;3;733,5;13.01.2021
-1;-0,7;-1,4;0,4;92;5;737,2;14.01.2021
-0,9;-0,6;-1,4;;80;3;738,8;15.01.2021
-1,6;1,5;-5;;94;7;732,6;16.01.2021
-1;0;-3;4,5;91;8;726,7;17.01.2021
-1,1;1;-3;3;91;5;726,6;18.01.2021
-5,3;-5;-6,3;4;71;6;732,5;19.01.2021
-10,5;-8,9;-14;1,2;85;4;732;20.01.2021
-6,5;-4;-10,5;0,6;90;6;733,8;21.01.2021
-11;-6;-12,8;1,1;81;6;737,7;22.01.2021
-11,6;-4,9;-20;2,7;94;4;736;23.01.2021
-0,9;2;-5;1,9;88;8;732,9;24.01.2021
4,5;8;-1;;75;10;731,7;25.01.2021
6,2;8,7;4;;76;9;727,9;26.01.2021
6,1;9,2;1,2;;74;5;726,1;27.01.2021
4;8;1,5;4,3;95;10;721,6;28.01.2021
1,5;2;0,6;6;94;10;720,2;29.01.2021
-0,3;1;-1,5;3,5;91;9;726,6;30.01.2021
-1,2;-0,5;-2,5;0,5;90;7;730,5;31.01.2021
-1,6;-0,5;-2,5;1;84;10;728,2;01.02.2021
-1,3;0;-4;1,5;82;9;721,7;02.02.2021
-1,7;1,9;-4,7;6,7;93;6;719;03.02.2021
-3,5;-0,5;-4,2;0,2;86;4;726,9;04.02.2021
-6,3;-1,7;-12;;94;5;727,4;05.02.2021
0,4;3;-3;0;89;7;729,6;06.02.2021
3,9;6,5;1;5;84;10;729,1;07.02.2021
3,7;7;3;10,5;93;9;727,2;08.02.2021
-0,7;1,5;-2;;79;4;737,2;09.02.2021
-3;-1,1;-5;;82;2;736,6;10.02.2021
-7,1;-6,9;-8,5;8;88;9;734;11.02.2021
-5,7;-4;-8;32,7;90;9;724,4;12.02.2021
-1,9;0;-7;0,2;86;4;724,7;13.02.2021
-2,7;-1;-5;6,8;88;3;727,7;14.02.2021
-5,5;-1;-8;17,7;88;6;731,2;15.02.2021
-11,8;-8;-14;2;88;7;738;16.02.2021
-11,3;-6,1;-15,1;2,5;81;5;741,5;17.02.2021
-3,7;-3;-6;1;91;10;744,6;18.02.2021
-3,8;-2;-6;1,2;83;10;745,6;19.02.2021
-7,8;-1;-18;;85;7;742,6;20.02.2021
-2,1;1,2;-8;5,5;81;4;734,4;21.02.2021
-2,9;0;-5;;86;3;738,1;22.02.2021
-7,4;-0,5;-15;;74;3;740,2;23.02.2021
-0,4;5,4;-3,1;;93;2;741,5;24.02.2021
-1,6;9;-9,5;;94;6;743,4;25.02.2021
1,6;13;-6,5;;67;3;743;26.02.2021
1;7;-5;;82;6;746,4;27.02.2021
4,2;13;-3;;72;3;748,2;28.02.2021
4,9;17;-3;;61;3;746,1;01.03.2021
5,4;14;-2;;65;8;741,6;02.03.2021
3,5;5,2;1,1;2,5;89;6;741,6;03.03.2021
1,8;4;-2,1;;88;9;744,8;04.03.2021
3,3;5;1;;93;7;746,6;05.03.2021
4,1;8;1;;90;8;746,2;06.03.2021
3,7;9;-1;;79;6;744,3;07.03.2021
5,7;11;-2;;58;10;734,6;08.03.2021
1,3;4;0;3;94;3;733;09.03.2021
-3,5;0,8;-9,2;1;94;5;740,5;10.03.2021
-0,9;3,3;-5,8;;61;5;736,8;11.03.2021
0,8;2,3;-0,8;;85;5;732,6;12.03.2021
-1,4;1;-5;;65;3;738,4;13.03.2021
-1,7;1;-3;0,2;85;4;738,2;14.03.2021
0,6;4;-2,5;;73;9;736;15.03.2021
3;6;1;;93;9;728,5;16.03.2021
3,9;10,7;-4,1;;62;7;728,9;17.03.2021
6,4;8,1;2,5;0,2;93;4;726,8;18.03.2021
4;8;2;0,2;84;5;728,7;19.03.2021
3;5;2;4,5;93;6;728,6;20.03.2021
3,3;4;1,2;0,2;76;9;730,9;21.03.2021
2,1;4;-0,5;0;64;7;734,2;22.03.2021
-1,3;3;-4,5;0;74;9;734,3;23.03.2021
-2,1;1,6;-6,5;0,8;76;5;736;24.03.2021
-0,8;6;-7,3;;63;10;733,1;25.03.2021
1,4;6;1;0,3;78;10;730,8;26.03.2021
1,3;3;-2;0,2;72;8;734,6;27.03.2021
1,6;7;-4;;52;5;738,4;28.03.2021
2,5;11;-4,5;;54;3;738,7;29.03.2021
4,6;7;1;;68;3;740,2;30.03.2021
6,4;16,4;-2,9;;58;4;739,8;31.03.2021
5,1;7,4;3,4;12;97;5;742,9;01.04.2021
4,9;12;-2,9;;58;5;746,1;02.04.2021
8,5;12;6;0,2;90;3;745,5;03.04.2021
12,3;19;8;;94;4;742,2;04.04.2021
12,9;22;5;;67;8;734,8;05.04.2021
9,9;21;4;1,4;83;7;731,8;06.04.2021
3,7;10,5;-2,2;0,3;90;3;735,9;07.04.2021
2,5;5,5;-1,9;1,1;90;6;736,1;08.04.2021
4,1;12;-3;;59;12;729,4;09.04.2021
2,8;2;-0,9;5,8;88;6;725,7;10.04.2021
1,2;4;-2;0,1;78;9;728;11.04.2021
2;5;-1;;56;10;734,7;12.04.2021
4,6;9,6;0;;58;6;741;13.04.2021
8,3;16,3;-1,7;;33;6;738,5;14.04.2021
10,2;19,2;0,8;;33;8;737,7;15.04.2021
14,1;22;7;;41;7;737,2;16.04.2021
7,3;20;7;;90;8;737,1;17.04.2021
2,5;3;2,3;11;93;6;735,2;18.04.2021
2,4;3;0,5;1,6;92;5;735,2;19.04.2021
2,4;3,1;1;4,4;94;6;734,2;20.04.2021
4,5;8,4;1,2;3;86;4;736,4;21.04.2021
7,4;13;-0,1;;73;3;737;22.04.2021
9,1;13;6;0;92;3;734,9;23.04.2021
9,5;12;5,5;0;61;5;732,6;24.04.2021
9,1;16;1;3,8;59;8;732,8;25.04.2021
9;15;6;3,2;87;10;734,1;26.04.2021
4,6;9;1;0,1;60;9;737,7;27.04.2021
5,3;10,4;0,9;;52;6;737,3;28.04.2021
6,2;11;1;0,2;61;5;736,3;29.04.2021
4,5;9;-2;0;44;9;736,6;30.04.2021
5,1;9;0,5;;54;4;735,3;01.05.2021
8,7;16;-0,8;;45;11;733,2;02.05.2021
9,9;17;3;;81;15;731,6;03.05.2021
11,8;15;6;2,2;89;4;730,7;04.05.2021
12,2;19,9;3,2;12;69;6;730,4;05.05.2021
14,1;21;8,3;3;80;9;725,7;06.05.2021
7,6;10,9;5,6;4,8;69;7;731,3;07.05.2021
7,6;17;-0,4;;44;11;733,4;08.05.2021
14,6;22;4;;37;24;727,8;09.05.2021
10,5;20;5;2;48;10;729,7;10.05.2021
10,1;15,2;6;2,5;75;7;729,4;11.05.2021
6,7;10,4;4,1;1,2;75;7;733,2;12.05.2021
9,3;18,4;0;;43;4;737,7;13.05.2021
15,7;25;5;;39;9;737,3;14.05.2021
18,7;26;10;;38;9;736,2;15.05.2021
18,7;26;11;;43;12;731,3;16.05.2021
13,3;18;7;0,4;77;6;726,1;17.05.2021
13,7;19;8;;63;10;725,6;18.05.2021
13,3;18,3;10,8;4,2;82;4;728,7;19.05.2021
15,3;22,8;8,2;8;52;7;728,7;20.05.2021
15,3;22,5;10,5;2;74;5;727,5;21.05.2021
14,6;19;10;2,2;75;8;725,2;22.05.2021
12,2;16;10;3,1;93;6;730,1;23.05.2021
12,5;17;8;0,4;65;5;732,1;24.05.2021
13;19;6;;60;4;734,6;25.05.2021
13,9;20;8,2;3;49;8;732,4;26.05.2021
13,9;20;4,9;1,2;52;5;734,4;27.05.2021
14,7;21;8,5;1,3;74;5;739,3;28.05.2021
17;19;13;6,5;92;7;735,1;29.05.2021
14,7;23;8;;61;5;737,4;30.05.2021
15,9;25;7,5;;51;3;734,8;31.05.2021
13,9;23;12;3,5;92;3;735,6;01.06.2021
12;17,8;7,2;3;56;4;735,7;02.06.2021
11,3;14;8,9;7,5;94;3;735,8;03.06.2021
12,3;17;8;0,5;69;4;737,1;04.06.2021
12,1;16;5;;68;3;737;05.06.2021
13,4;18;8;;51;4;739,5;06.06.2021
14,9;22;7;;49;3;741,4;07.06.2021
17,1;23,3;11;;59;1;741,6;08.06.2021
15;20,9;12;7;65;4;739;09.06.2021
16;23;7;;62;2;736,7;10.06.2021
18,1;23;11;;60;2;736,7;11.06.2021
19,2;26;11;0;53;4;736;12.06.2021
19,3;26;13;;68;2;735,4;13.06.2021
17;22;13;5;67;3;735,4;14.06.2021
16,4;21;12;3,5;78;3;734,8;15.06.2021
18;24,3;11;0,2;58;4;733,8;16.06.2021
14,5;16,3;12,1;40;75;8;732,8;17.06.2021
13,4;17;11;3;90;3;736,6;18.06.2021
17,1;23;12;;79;1;737,3;19.06.2021
19,1;27;12;;62;3;736,9;20.06.2021
20,5;28;14;;53;3;739;21.06.2021
21,5;28,1;15;;54;6;739,1;22.06.2021
20,7;27,3;15;10;58;4;737,7;23.06.2021
21;27,9;13,6;;64;3;735,4;24.06.2021
21,7;27;14;;78;4;731,8;25.06.2021
24,5;32;17;;57;5;732,3;26.06.2021
25,4;33;19;;66;3;735,1;27.06.2021
26,9;34;21;;56;5;736,3;28.06.2021
23,2;33;20;44,5;88;10;734,1;29.06.2021
19;23,9;15,2;;77;4;733;30.06.2021
19,8;24,6;16,1;;57;4;733,9;01.07.2021
19,9;26;12,1;10;76;7;731,1;02.07.2021
21;25,5;12;;56;3;734,9;03.07.2021
21,9;29;17,5;10;76;7;731,1;04.07.2021
19,6;23;16;;91;3;730,7;05.07.2021
19,3;22;15,5;;76;4;731,8;06.07.2021
16,2;17,5;14,2;3,2;94;5;730,9;07.07.2021
17,5;19,1;15,8;4;93;4;731,2;08.07.2021
20,8;27;15;;79;1;731,6;09.07.2021
22,1;30;15;;65;1;734;10.07.2021
23,8;33;16;;62;5;736,4;11.07.2021
24,5;31;18;;66;9;739,5;12.07.2021
24,7;29,8;18,5;;70;6;738;13.07.2021
23,6;28,7;18,8;0,4;61;3;736,8;14.07.2021
23,6;31;18;;68;3;736,4;15.07.2021
24,5;32;17,5;;59;6;735,1;16.07.2021
24,8;33;18;;60;8;733,8;17.07.2021
25,4;33;18,7;;58;6;733,7;18.07.2021
24,7;34;19;2,2;70;4;733;19.07.2021
22,4;28;18;3,2;68;3;734,3;20.07.2021
26,6;31,9;21,3;;48;2;731,7;21.07.2021
24,6;32;20,5;9,8;67;11;731,9;22.07.2021
20,6;24;19;19,2;93;2;733,3;23.07.2021
17,7;23;17;12,2;93;3;733,9;24.07.2021
19;23;15,5;;79;3;735,5;25.07.2021
18,2;23;14;;78;6;737,9;26.07.2021
19,4;23,5;15,5;;80;1;736,6;27.07.2021
20;27;14;;54;3;735;28.07.2021
22,5;29;15;;57;5;736,3;29.07.2021
22,7;30;17;1,5;79;8;735,2;30.07.2021
24,5;31;19;;63;9;734,5;31.07.2021
23,4;33;17;8;59;8;734,2;01.08.2021
21,3;28;17;1;93;3;732,4;02.08.2021
22,5;27;16;;52;3;732,7;03.08.2021
21,4;30;16;4,5;46;3;731,2;04.08.2021
21,3;29;14,7;4;74;10;731;05.08.2021
18,3;25;16;0;92;5;730,9;06.08.2021
18,9;22;13,5;;66;3;735,4;07.08.2021
19;25;14;30,7;70;4;734,5;08.08.2021
20,1;27;15,5;2;92;4;730,7;09.08.2021
17,9;22;15,5;1;88;10;724,3;10.08.2021
17,6;24,8;11,1;;65;5;731,2;11.08.2021
21,1;30;13,9;;66;6;734,1;12.08.2021
19,6;27;17,5;5;93;6;737,6;13.08.2021
20,5;28;15;;78;5;738,1;14.08.2021
20,1;26;15;3,5;79;6;736,3;15.08.2021
18,3;24;13;;62;3;739,5;16.08.2021
17,8;23;12;;70;3;741,4;17.08.2021
20,5;29;12;;51;4;738,5;18.08.2021
23,8;33;15;;66;3;735,7;19.08.2021
22,9;31;19;2,7;88;7;732,5;20.08.2021
17,8;29;18;12,2;92;6;732,1;21.08.2021
14,8;22;8;;81;3;735,1;22.08.2021
15,8;23;8;;72;6;734,9;23.08.2021
17,2;23;11,6;;74;2;736,4;24.08.2021
17,2;23;12,3;;70;3;736,6;25.08.2021
17;24,9;8,7;;55;2;736,6;26.08.2021
17,1;19,4;13,3;6,2;86;2;735;27.08.2021
16,9;19;15,7;14;92;4;734,6;28.08.2021
12,9;16;11;2,2;93;3;735,9;29.08.2021
14,3;22;8;;76;5;731,4;30.08.2021
14,3;19;11;4,2;80;3;732;31.08.2021
14,1;19,5;10;4;72;4;732,4;01.09.2021
13,1;14,5;9,7;10,2;92;3;732,2;02.09.2021
15;19;13;2,2;92;4;731,3;03.09.2021
15,4;19;11;6;72;10;731,8;04.09.2021
14,9;18;12;10,2;93;3;733;05.09.2021
13,9;17;11;0;72;6;738,4;06.09.2021
14,2;20;10;;75;5;738,4;07.09.2021
13,7;19,3;8,7;;76;3;736,5;08.09.2021
11,5;19;4,4;;64;2;741,5;09.09.2021
11,4;21;5;;60;3;743,6;10.09.2021
12,9;23;5;;69;3;742,7;11.09.2021
14,8;25,5;8;;69;4;742,2;12.09.2021
16;26;9;;80;3;739,8;13.09.2021
15,6;24,6;9;;76;3;738,1;14.09.2021
15,4;24,2;8;;52;1;737,4;15.09.2021
16,6;28;8,1;;56;2;736;16.09.2021
15,8;23;12;4,5;92;5;735,8;17.09.2021
17,1;22;15;;93;3;737,4;18.09.2021
15,6;23;10;;86;5;737,8;19.09.2021
17,7;25;11;;75;7;734,8;20.09.2021
17,7;22;16;50,2;92;5;730,4;21.09.2021
13,2;14,3;12,8;23;97;5;729,8;22.09.2021
8;12;5;8;94;5;731,2;23.09.2021
7,4;8,5;6;1,2;92;3;734,4;24.09.2021
8,1;12;5;;92;6;739,2;25.09.2021
8,7;12;7;0,5;91;4;738,3;26.09.2021
10,3;14;7;;90;4;736,4;27.09.2021
12;13;9;6,2;82;7;729,4;28.09.2021
11,7;16,7;6,5;0;91;5;735,5;29.09.2021
15,3;20;12;;92;1;739,4;30.09.2021
14;21;10;;81;6;738,7;01.10.2021
10,6;18;6;;77;7;740,3;02.10.2021
11,2;17;7;;72;10;742;03.10.2021
12,2;17;8;;78;4;742,4;04.10.2021
11,1;15;9;2,5;93;3;744,1;05.10.2021
11,8;18,6;5,5;;66;4;741,4;06.10.2021
11,7;20;4,7;;66;6;740;07.10.2021
12,4;19;7;;79;4;739,7;08.10.2021
13,5;19,5;8;;65;13;740,4;09.10.2021
12,8;17;9;;57;13;740,6;10.10.2021
10;16;4;;60;15;743,9;11.10.2021
7,1;13;2;;53;6;747,5;12.10.2021
6,2;12,1;0;;46;4;745,8;13.10.2021
6,6;14;0;;53;10;745,6;14.10.2021
6,4;14;0;;54;7;739,6;15.10.2021
7,2;11;3;;90;3;734;16.10.2021
4,8;10;1;;93;3;734;17.10.2021
3,9;9,2;-0,6;;97;2;737,7;18.10.2021
5,3;14,1;-1,5;;63;4;736,3;19.10.2021
6;10,2;-0,6;;62;3;737,3;20.10.2021
6,8;10;5;;81;3;739,4;21.10.2021
5,9;10;2;1,5;91;4;740,2;22.10.2021
9,9;14;6;1,5;93;3;742,4;23.10.2021
10,9;16;6;;72;16;738,1;24.10.2021
14,5;17;11;;65;17;729,5;25.10.2021
11,7;16;9;0;67;7;731,6;26.10.2021
7,6;13;6;;67;10;736,8;27.10.2021
5,1;8;3,3;;72;6;745;28.10.2021
3,8;13;-3;;77;9;745,6;29.10.2021
4,8;15;-2;;88;4;741,1;30.10.2021
6,7;14;0;;83;5;742,1;31.10.2021
6,5;13;0;;90;3;743,1;01.11.2021
7,6;18;0;;92;8;741,6;02.11.2021
9,8;16,5;5,5;;66;4;740,1;03.11.2021
8,3;17;3;;78;6;738,5;04.11.2021
5,4;13;0;;67;10;733;05.11.2021
3,5;11;-2;;92;7;728,1;06.11.2021
8,4;13;4;2,5;85;11;730,1;07.11.2021
8;13;3;0,7;79;9;731,2;08.11.2021
10,9;14;9;;77;9;735,3;09.11.2021
4,8;9,9;0,1;;73;5;741;10.11.2021
2,4;9;-3,5;0,5;92;7;737,3;11.11.2021
7,3;9;1;0,2;79;9;735,9;12.11.2021
5;8;5;0,7;92;3;743,9;13.11.2021
3;4;-3;;85;7;747,5;14.11.2021
3,9;13;-2;;72;5;741,8;15.11.2021
3,5;10;-1;;87;5;739,9;16.11.2021
5,1;10,9;-1;;79;4;737;17.11.2021
4,3;6;0,3;;92;4;739,9;18.11.2021
5,1;6;3;;93;3;745,4;19.11.2021
5,9;7;5;;83;9;744,8;20.11.2021
2,4;7;1;;93;3;740,2;21.11.2021
3,5;7;-1;0,2;93;5;740;22.11.2021
6,3;7;4;0,5;92;6;736,8;23.11.2021
9;11,1;6,6;;85;9;735,2;24.11.2021
8,9;12;7,2;;81;5;731,8;25.11.2021
6,3;10;6;0,8;92;3;734,1;26.11.2021
3;7;1,5;0,2;82;8;739,7;27.11.2021
3,6;5;2;0,8;93;3;741,2;28.11.2021
1,2;7;-4;;93;9;735,2;29.11.2021
3,7;9,9;-1;;93;7;725,5;30.11.2021
3,2;6,5;3;5;93;5;720;01.12.2021
4,3;8;-2,3;6,2;92;2;721,3;02.12.2021
3,5;7;2;4,3;93;10;717,9;03.12.2021
1,2;2;0,5;5,2;91;10;723,1;04.12.2021
1,6;2;0,5;1,2;90;10;723,3;05.12.2021
6,8;8;1;2,2;81;11;721,9;06.12.2021
0,3;8;0;8;93;2;727,6;07.12.2021
-5,7;-0,2;-10,7;;86;3;730,1;08.12.2021
-1,4;-0,2;-6,1;;93;2;728,2;09.12.2021
0,6;1;-1;7,5;94;1;729,1;10.12.2021
-0,9;1;-3;;93;2;731,8;11.12.2021
-4,3;-1;-7;0,4;92;1;732,7;12.12.2021
-2,3;-2,5;-5;;94;1;731,1;13.12.2021
0,7;2;-2;6;94;2;727,5;14.12.2021
0,5;5,4;-4;;96;2;731,2;15.12.2021
1;1,5;0,4;4,5;93;3;738,3;16.12.2021
-1;1;-1,5;4,7;94;3;740,4;17.12.2021
-2,3;-1;-2,5;;94;1;742,9;18.12.2021
-1,8;1;-5;;94;2;743,8;19.12.2021
2,8;5;-2;1,4;93;6;742,9;20.12.2021
2,9;5;2;0,2;92;9;740,7;21.12.2021
0,9;1,4;0,5;2;90;5;740,3;22.12.2021
2,7;4;0,2;10,2;94;10;731,2;23.12.2021
0,2;4;-0,1;1,2;93;12;730,1;24.12.2021
-5;0;-6,5;;78;6;737,9;25.12.2021
-4,3;-2;-7,5;0,2;86;6;741,5;26.12.2021
-3,5;-2;-7;;84;7;739;27.12.2021
-1;1;-5;8,5;93;9;724,2;28.12.2021
-1;4;-1,6;2,5;80;7;727,7;29.12.2021
-10,5;-5;-15;;90;1;734,5;30.12.2021
-6,9;-3;-16;;91;6;735;31.12.2021
-4;-3;-6;;87;8;733,1;01.01.2022
-3,1;-2;-4;1,5;92;8;730,1;02.01.2022
0,3;2;-3;;94;6;734,6;03.01.2022
4,6;6,5;-1;;92;5;734,5;04.01.2022
7,8;9;6,4;5,5;99;6;734,6;05.01.2022
4,3;8;-0,5;;91;5;736,4;06.01.2022
7,6;9,1;6;6,5;85;13;728,1;07.01.2022
6,2;8;5;6,2;91;5;726,1;08.01.2022
7;10;6,2;10,2;93;8;722,1;09.01.2022
1,7;3,3;-0,6;0,8;78;8;728,1;10.01.2022
-2,6;-0,2;-4,1;;72;6;738;11.01.2022
-4;-1;-8,7;0,2;84;3;735,5;12.01.2022
-2;2,2;-2,2;7,9;93;2;728,5;13.01.2022
-3,4;-2;-7,5;;94;3;735,1;14.01.2022
-3,3;-2;-6,5;;90;4;745,3;15.01.2022
-4,2;-3;-8,5;;76;5;748,1;16.01.2022
-1,5;-1;-6;0,4;91;10;744,6;17.01.2022
1,6;2;-1;2;94;10;736,5;18.01.2022
-0,1;0,6;-0,9;0,2;77;8;738,5;19.01.2022
0,1;2,1;-2,5;;74;6;738,4;20.01.2022
0,5;3;0;2,8;93;9;730,4;21.01.2022
-0,6;0;-3;;88;10;740,4;22.01.2022
-1;1;-2;;86;8;742,4;23.01.2022
-0,5;0;-3;3;82;10;731;24.01.2022
-2,8;0;-4,5;2,2;84;12;731,8;25.01.2022
-3,7;-2;-5;1,3;96;14;733,8;26.01.2022
-4,3;-2;-4,6;0,5;83;15;741,7;27.01.2022
-8,3;-4;-9,5;0,2;81;3;748,8;28.01.2022
-1;-4;-17;0,2;93;6;743,1;29.01.2022
1,4;2;-3;0,6;93;8;739;30.01.2022
1,5;3;0;1,2;92;10;735,9;31.01.2022
1,5;2,5;-1;0,2;93;7;729,6;01.02.2022
-0,3;0,7;-0,3;0,6;79;7;735;02.02.2022
2;4;-0,7;1,2;79;16;723,7;03.02.2022
1,6;2;0,1;6,8;79;10;725,7;04.02.2022
-0,4;0,1;-4;;73;7;728,2;05.02.2022
0,5;1,2;-2,5;7,3;81;8;723,6;06.02.2022
0,2;1;-2,5;;77;9;734,6;07.02.2022
0,7;3,5;-3,5;;82;5;733,8;08.02.2022
2;3,7;0,8;0,6;84;5;730,7;09.02.2022
2,2;4;-1;;72;11;731,7;10.02.2022
3,3;5;2,5;4;92;10;723,9;11.02.2022
2,4;3,5;0,3;1,2;89;9;735,5;12.02.2022
4,6;6,5;0,8;3,5;90;9;738,9;13.02.2022
6,1;8;3,5;;83;6;739;14.02.2022
5,1;8;1,7;;89;7;736,1;15.02.2022
0,5;2,9;0;0,2;71;5;743,9;16.02.2022
-1,2;6;-7,9;;70;5;743,7;17.02.2022
1,6;3,5;-3;;68;10;737,9;18.02.2022
1,9;6;-2,5;;79;5;735,1;19.02.2022
2,9;5;-2,5;0;93;13;732,4;20.02.2022
6,7;9;5;7,2;79;18;720,4;21.02.2022
4,1; ; ;2,2;68;19;727,3;22.02.2022
7;10,4;-1;;46;10;726,1;23.02.2022
3;6;-3,4;0,2;56;8;732;24.02.2022
5,9;6;2,5;0,8;70;11;724,9;25.02.2022
3,1;7;-2;0,2;78;9;728,9;26.02.2022
2,3;5,5;0;2,4;89;5;735,1;27.02.2022
3,6;8;1;;82;4;738,8;28.02.2022
2,7;6;-1;;76;10;736,5;01.03.2022
1,2;6;-4;;64;5;742,6;02.03.2022
-0,6;4;-5,8;;96;2;744,9;03.03.2022
-0,5;3;-3;0,8;89;5;745,6;04.03.2022
-0,5;2;-6;;73;5;747;05.03.2022
0,6;3;-1,5;;66;4;740,3;06.03.2022
1,9;4,5;-1;;71;5;734,6;07.03.2022
0,2;4;-1,5;;76;4;735,1;08.03.2022
-0,4;1;-2;;83;9;737,2;09.03.2022
0;1;-1,4;;74;1;737;10.03.2022
-0,4;1;-2,9;;66;6;734;11.03.2022
-0,8;0;-4,2;;72;7;737,7;12.03.2022
-0,4;0,5;-3;0,4;64;4;739;13.03.2022
-2,1;2;-4;;65;7;745,2;14.03.2022
-3,1;-1;-9;;48;5;748,1;15.03.2022
-1,8;4;-9;;39;4;745,8;16.03.2022
1,6;6;-2;;56;7;743,9;17.03.2022
2,4;11;-3;;55;6;747,1;18.03.2022
3,9;14,5;-4;;40;6;745,8;19.03.2022
3,6;14,5;0;;69;3;741,5;20.03.2022
2,2;8;-2,5;;46;11;748,6;21.03.2022
1,4;6;-4;;40;8;753,7;22.03.2022
0,4;6;-6,7;;29;9;754,8;23.03.2022
-0,4;11;-5,5;;35;4;755,2;24.03.2022
4,3;13;-3;;38;5;752,6;25.03.2022
6,4;18;-2;;43;3;751;26.03.2022
8,5;20;-1,5;;36;3;746,3;27.03.2022
6,8;18;1;;48;10;741,3;28.03.2022
8,8;17;1,5;;46;8;739,9;29.03.2022
7,5;16;-2,5;0,2;48;7;737,5;30.03.2022
4;14;-2,5;;48;10;744;31.03.2022
7,7;9;-2;;33;9;739,5;01.04.2022
11,3;18;6;1;74;8;729,8;02.04.2022
8,5;14;6;0,5;81;3;727,2;03.04.2022
6,6;12;6;4,5;92;3;723,7;04.04.2022
4,4;6;3;16,5;93;7;720;05.04.2022
1,5;5;0;0,2;90;4;719,9;06.04.2022
0,8;3;-2;3,5;91;8;728,5;07.04.2022
2;6;-2;;54;9;733,8;08.04.2022
4,1;6;0;1,5;86;10;726,3;09.04.2022
9,4;16;4;;74;11;727,9;10.04.2022
12,9;19;7;;55;8;723,3;11.04.2022
10,8;19;7;0,5;62;11;721;12.04.2022
9;13;7;3,5;80;10;728,4;13.04.2022
4,9;9;1;;76;7;730,6;14.04.2022
3,9;9;0;0,6;70;7;736,4;15.04.2022
5,2;9;1;;74;5;738,4;16.04.2022
6,6;16;-2;;50;4;740,3;17.04.2022
9,4;14;1;;42;7;739,4;18.04.2022
10;18;3;0,5;41;9;737;19.04.2022
6,4;11;4;;97;5;736,6;20.04.2022
3,9;9;0;;68;7;740,3;21.04.2022
3,5;7;-1;0,2;55;7;735,7;22.04.2022
4;9;0;0,5;74;3;732,6;23.04.2022
5,1;9;-1;;64;5;731,3;24.04.2022
5,9;8;2;3;80;6;730,6;25.04.2022
7;8;6;2,6;93;3;730,7;26.04.2022
7,1;11;6;3,2;87;4;726,8;27.04.2022
8,4;16;2;2,5;82;4;727,3;28.04.2022
12,9;19;8;10,2;66;6;727,4;29.04.2022
